1875540566	https://twitter.com/2480244282/status/906355573041520640	RT @SarahDillingham: 2(2) @FLGovScott: if U can house someone or need help, go to https://t.co/ZYn4vESAB2 or call state emergency hotline a…		@SarahDillingham		143	0	0	0
1875540567	https://twitter.com/62178507/status/906371021971759104	RT @ABC: Video shows massive traffic jam on the Florida Turnpike as people attempt to flee Hurricane #Irma. https://t.co/B0LsaqyT7g https:/…	#Irma	@ABC	#https://t.co/B0LsaqyT7g	1212	0	0	0
1875540569	https://twitter.com/534959161/status/906354386393227264	RT @CNN: JUST IN: #Irma forecast to make landfall as a Category 5 hurricane; @NWSKeyWest tweets "AS REAL AS IT GETS" https://t.co/TYOyteDZt…	#Irma	@CNN,@NWSKeyWest		1729	0	0	0
1875540571	https://twitter.com/94432240/status/906356991102255104	RT @philklotzbach: #Irma has officially made landfall in Cuba as a Cat. 5 - the 1st Cat. 5 hurricane to make landfall in Cuba since 1924. h…	#Irma	@philklotzbach		2597	0	0	0
1875540572	https://twitter.com/2546311025/status/906401513760628736	RT @NASA_SPoRT: Updated evolution of Hurricane #Irma's eye. Each quadrant contains a 30-minute loop of #GOES16 visible imagery from each of…	#Irma,#GOES16	@NASA_SPoRT		1079	0	0	0
1875540573	https://twitter.com/2293461662/status/906407245424025600	RT @CNN: No storm on record, anywhere on the globe, has maintained winds 185mph or above for as long as #Irma https://t.co/djNDAo1WQ6 https…	#Irma	@CNN	#https://t.co/djNDAo1WQ6	7136	0	0	0
1875540574	https://twitter.com/18728203/status/909110482501619714	RT @IanMargol: The Local 10 #CareForce is looking for supplies, other items for #Irma victims. Here’s when & where to donate https://t.co/Q…	#CareForce,#Irma	@IanMargol		8	0	0	0
1875540575	https://twitter.com/4332619115/status/906354440214421504	RT @jaketapper: Death toll from #Irma now 24. Still a category 4 storm, winds at 155 mph. Tonight Irma skirts N coast of Cuba, expected to…	#Irma	@jaketapper		218	0	10	0
1875540577	https://twitter.com/795241549/status/906353884788129792	RT @wmbbjustin: #Irma latest from NHC. ..west shift continues @WMBBTV https://t.co/PrVChxxLTB	#Irma	@wmbbjustin,@WMBBTV		3	0	0	0
1875540579	https://twitter.com/3338174165/status/909022933640712192	RT @NYPDSpecialops: While deployed to the #Irma rescue efforts in Puerto Rico the members of NY-TF1 remember the heros lost on September 11…	#Irma	@NYPDSpecialops		330	0	0	0
1875540580	https://twitter.com/16302043/status/906351429136388102	RT @insideFPL: We urge our customers to prepare for extended power outages, as approx. 4.1 million customers may lose power as a result of…		@insideFPL		249	0	10	0
1875540581	https://twitter.com/2150596793/status/908970073737646080	RT @greenpeaceusa: #Harvey and #Irma need to be a wake-up call for people everywhere ― climate denial is lethal. https://t.co/UbgZJDRG54	#Harvey,#Irma	@greenpeaceusa	#https://t.co/UbgZJDRG54	48	0	0	0
1875540582	https://twitter.com/35298247/status/906351913104560129	RT @NWS: .@NHC_Atlantic is forecasting 6 to 12 feet of storm surge from #Irma https://t.co/plqh9cosO0	#Irma	@NWS,@NHC_Atlantic		1160	0	0	0
1875540583	https://twitter.com/387876936/status/906434953428303872	RT @UNFCCC: #Irma is passing over abnormally hot ocean water - a result of #climatechange - and is extracting strength from the heat https:…	#Irma,#climatechange	@UNFCCC		1186	0	0	0
1875540585	https://twitter.com/213897006/status/906345731203764224	RT @DrRickKnabb: Mandatory evacuation for Collier County, Fla - the Naples area - for areas west and south of US 41. Evacuate as @CollierEM…		@DrRickKnabb,@CollierEM		71	0	0	0
1875540586	https://twitter.com/2812223238/status/906353252446490625	RT @philklotzbach: #Harvey, #Irma and #Jose all reached Cat. 4+ status - 1st time on record 3 consecutive Atlantic named storms have reache…	#Harvey,#Irma,#Jose	@philklotzbach		2356	0	0	0
1875540587	https://twitter.com/2593165068/status/906387295644917763	CNN: Florida property insurance stocks have gotten hammered this week as #Irma threatens to unleash catastrophic d… https://t.co/f8RNeBPdVv	#Irma		#https://t.co/f8RNeBPdVv	0	0	0	0
1875540590	https://twitter.com/278163796/status/906367640939229184	RT @ReedTimmerAccu: Beautiful sunset in the FL Keys ahead of dangerous Hurricane #Irma with orange low level clouds passing quickly from no…	#Irma	@ReedTimmerAccu		212	0	0	1
1875540592	https://twitter.com/3824923812/status/906366069891227648	RT @RyanMaue: NWS forecast for "sustained wind speeds" from Hurricane #Irma120-130 mph from Florida Keys to Naples 55 mph Miami / Fort La…	#Irma	@RyanMaue		346	0	0	0
1875540593	https://twitter.com/2945549779/status/906374701483618304	RT @Corrynmb: Hurricane #Irma has just made landfall in Cuba as a Category 5 storm. Praying for Cuba 🙏🏻 https://t.co/QOhGYQ4L2x	#Irma	@Corrynmb		90	0	0	0
1875540594	https://twitter.com/3277655246/status/906387496342310913	RT @WilliamsJon: Truly staggering image: Hurricanes #Katia making landfall in #Mexico, #Irma in #Cuba as #Jose builds in #Caribbean. https…						0	0
1875540595	https://twitter.com/1872081372/status/906352288431853569	RT @NHC_Atlantic: Hurricane #Irma Advisory 40: Irma Making Landfall On the Camaguey Archipelago of Cuba as A Category 5 Hurricane. https://…	#Irma	@NHC_Atlantic		1321	0	0	0
1875540596	https://twitter.com/2256803946/status/906360281638608898	RT @CGTNOfficial: #BREAKING Hurricane #Irma makes landfall in Cuba as a Category 5 storm, says US National Hurricane Center https://t.co/fb…	#BREAKING,#Irma	@CGTNOfficial		165	0	0	0
1875540600	https://twitter.com/874251688932249601/status/906430343812706304	RT @HouseCracka: Now the "expert" on the beach wants to get rid of the saffir-simpson scale. @NASCARNAC #Irma https://t.co/4eLMemiQ4s	#Irma	@HouseCracka,@NASCARNAC		8	0	0	0
1875540601	https://twitter.com/44983352/status/906424936280973312	Retweeted CNN (@CNN):Hurricane #Irma offers a first real test of Florida's post-Andrew emergency plan... https://t.co/XM7WzYT5an	#Irma	@CNN	#https://t.co/XM7WzYT5an	0	0	0	0
1875540602	https://twitter.com/65788998/status/906374056450158597	RT @DrRickKnabb: #Irma could cross Florida Keys as cat 4/5 and make landfall on Florida peninsula as cat 4/5. Let that sink in a sec. Then…	#Irma	@DrRickKnabb		117	0	0	0
1875540605	https://twitter.com/1621271/status/906438647041241088	RT @ScottFisherFOX7: Scott Fisher Says: Tracking Irma. #Irma https://t.co/Nt9JsdIlE4	#Irma	@ScottFisherFOX7		2	0	0	0
1875540606	https://twitter.com/2367202242/status/906433161294487553	RT @philklotzbach: Currently have 3 Atlantic hurricanes with 90+ mph winds - only 4th time on record in Atlantic this has occurred.  #Irma…	#Irma	@philklotzbach		583	0	0	0
1875540608	https://twitter.com/102994210/status/906348996645543937	RT @jwhittalTWN: By 11 pm NHC update it may be Cat  5 again.  #Irma currently making landfall over N. Cuba @TheWeatherNetUS @weathernetwork…	#Irma	@jwhittalTWN,@TheWeatherNetUS,@weathernetwork		41	0	0	0
1875540609	https://twitter.com/266593750/status/906363489907871745	RT @AlertTampa: Alright team looks more like #Irma might be our storm. Hurricane Warning in effect @CityofTampa. 1 more day to execute our…	#Irma	@AlertTampa,@CityofTampa		125	0	10	0
1875540611	https://twitter.com/380664031/status/906392794918379522	RT @BethRitterGuth: @th3j35t3r Florida brigades need programmers to help prepare #Irma disaster relief.  Please spread the good word? https…	#Irma	@BethRitterGuth,@th3j35t3r		144	0	0	0
1875540612	https://twitter.com/1517478822/status/909121222142828544	RT @simongerman600: Satellite imagery shows how #hurricane #Irma destroyed #vegetation on Caribbean islands. https://t.co/ToR18VgIeF	#hurricane,#Irma,#vegetation	@simongerman600	#https://t.co/ToR18VgIeF	26	0	0	0
1875540614	https://twitter.com/347778227/status/906431742986174465	RT @briggsoto: #irma bvi real time https://t.co/mQaOrasHiD	#irma	@briggsoto		450	0	0	1
1875540615	https://twitter.com/830141838107492352/status/906440077852717057	RT @NinaHarrelsonTV: WATCH: Man gives away his generator - the last one - after realizing this lady's dad is on oxygen & needed it. #Irma h…	#Irma	@NinaHarrelsonTV		11403	0	0	0
1875540616	https://twitter.com/2903993995/status/906389729133948928	RT @wtocjamie: A #FirstAlertWx Flood Watch for south of the Altamaha.  Some cities could get 11" of rain Sun-Mon night from #Irma. https://…	#FirstAlertWx,#Irma	@wtocjamie		5	0	0	0
1875540617	https://twitter.com/2743242303/status/906353467484237824	RT @simpsonwhnt: #Irma back to Category 5 intensity as it moves into Cuba tonight. https://t.co/G00DgSm0qm	#Irma	@simpsonwhnt		15	0	0	0
1875540620	https://twitter.com/38271082/status/906367009201332225	RT @WeatherNation: CHECK OUT THE TRACK - The latest forecast for Hurricane #Irma from the @NHC_Atlantic covers almost the entire state of F…	#Irma	@WeatherNation,@NHC_Atlantic		44	0	0	0
